Row ID,주문번호,주문일자,배송일자,배송종류,고객번호, 고객이름,고객종류,국가,지역,시/도,시/군/구,제품번호,제뭎명,분류1,분류2,매출,개수,할인율,수익,반품유무,수익율
3751,CA-2021-161956,2021-08-27,2021-08-29,빠른배송,DR-12880,명선용,기업고객,대한민국,수도권,경기도,수원시,OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,사무용품,문구류,34406.6,5,0.0,9977.914,Yes,29.000000000000004
3752,CA-2021-161956,2021-08-27,2021-08-29,빠른배송,DR-12880,명선용,기업고객,대한민국,수도권,경기도,수원시,FUR-CH-10004886,Bevis Steel Folding Chairs,가구,의자,278984.22,3,0.2,27898.422,Yes,10.0
3753,CA-2021-161956,2021-08-27,2021-08-29,빠른배송,DR-12880,명선용,기업고객,대한민국,수도권,경기도,수원시,OFF-PA-10001289,White Computer Printout Paper by Universal,사무용품,종이류,140873.22,3,0.0,69027.8778,Yes,49.0
3754,CA-2021-161956,2021-08-27,2021-08-29,빠른배송,DR-12880,명선용,기업고객,대한민국,수도권,경기도,수원시,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,사무용품,바인더,1019559.632,2,0.2,356845.8712,Yes,35.0
3755,CA-2021-161956,2021-08-27,2021-08-29,빠른배송,DR-12880,명선용,기업고객,대한민국,수도권,경기도,수원시,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,사무용품,수납제품,429961.35,5,0.0,21498.0675,Yes,5.0
3756,CA-2020-116799,2020-03-03,2020-03-06,특급배송,JG-15310,손슬현,기업고객,대한민국,충청,충청남도,아산시,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",사무용품,종이류,51832.816,7,0.2,18789.3958,,36.25
3757,CA-2020-116799,2020-03-03,2020-03-06,특급배송,JG-15310,손슬현,기업고객,대한민국,충청,충청남도,아산시,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,가구,의자,682595.445,5,0.3,-68259.5445,,-10.000000000000002
3758,CA-2020-111283,2020-02-28,2020-03-04,일반배송,LC-16870,오혜슬,개인고객,대한민국,수도권,경기도,구리시,OFF-AR-10001615,Newell 34,사무용품,필기구,134602.496,7,0.2,10095.1872,,7.5
3759,CA-2019-167745,2019-09-18,2019-09-23,일반배송,GB-14530,봉문주,기업고객,대한민국,수도권,경기도,양주시,OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",사무용품,필기구,14150.32,2,0.0,6650.6504,,47.0
3760,CA-2019-167745,2019-09-18,2019-09-23,일반배송,GB-14530,봉문주,기업고객,대한민국,수도권,경기도,양주시,OFF-SU-10004782,"Elite 5"" Scissors",사무용품,문구류,20474.35,2,0.0,6142.305,,30.000000000000004
3761,CA-2019-167745,2019-09-18,2019-09-23,일반배송,GB-14530,봉문주,기업고객,대한민국,수도권,경기도,양주시,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,가구,가구소품,29560.6,2,0.0,12415.452,,42.0
3762,CA-2021-104577,2021-05-12,2021-05-17,일반배송,CK-12205,노예찬,개인고객,대한민국,수도권,서울특별시,노원구,OFF-PA-10000659,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",사무용품,종이류,106127.4,5,0.0,50941.152,,48.00000000000001
3763,CA-2020-156251,2020-08-13,2020-08-18,빠른배송,TS-21160,한연경,기업고객,대한민국,수도권,경기도,고양시,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,가구,책장,293134.54,2,0.0,29313.454,,10.0
3764,CA-2020-156251,2020-08-13,2020-08-18,빠른배송,TS-21160,한연경,기업고객,대한민국,수도권,경기도,고양시,OFF-BI-10003529,Avery Round Ring Poly Binders,사무용품,바인더,10321.98,3,0.0,5057.7702,,49.0
3765,CA-2021-125878,2021-02-25,2021-03-02,일반배송,MH-18025,이재혁,개인고객,대한민국,호남,전라남도,나주시,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,사무용품,바인더,2166.162,3,0.8,-3682.4754,,-170.0
3766,CA-2020-163153,2020-03-21,2020-03-25,일반배송,DM-12955,문노아,기업고객,대한민국,영남,경상남도,진주시,FUR-TA-10004767,Safco Drafting Table,가구,책상,120389.178,2,0.3,-1719.84540000001,,-1.4285714285714368
3767,CA-2020-163153,2020-03-21,2020-03-25,일반배송,DM-12955,문노아,기업고객,대한민국,영남,경상남도,진주시,OFF-AR-10001868,Prang Dustless Chalk Sticks,사무용품,필기구,1628.256,1,0.2,610.596,,37.5
3768,CA-2019-103205,2019-12-08,2019-12-10,빠른배송,JJ-15760,송지훈,홈오피스,대한민국,호남,전라북도,무주군,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),전자제품,전화기,145331.54,5,0.2,14533.154,,10.0
3769,CA-2018-153913,2018-12-16,2018-12-20,빠른배송,KB-16585,양은준,기업고객,대한민국,영남,울산광역시,남구,FUR-CH-10000988,Hon Olson Stacker Stools,가구,의자,1228257.468,9,0.2,122825.7468,,10.0
3770,CA-2018-153913,2018-12-16,2018-12-20,빠른배송,KB-16585,양은준,기업고객,대한민국,영남,울산광역시,남구,OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",사무용품,집게류,2403.616,2,0.2,811.2204,,33.75
3771,CA-2020-155530,2020-12-17,2020-12-21,일반배송,CM-12160,노승만,개인고객,대한민국,충청,충청남도,서천군,FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,가구,책상,2427264.48,6,0.2,-394430.478,,-16.25
3772,US-2020-101196,2020-05-12,2020-05-17,일반배송,FM-14215,배현지,기업고객,대한민국,충청,충청북도,제천시,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",사무용품,수납제품,99788.832,2,0.2,-23699.8476,,-23.75
3773,CA-2018-115357,2018-08-06,2018-08-11,빠른배송,RF-19735,주혜슬,개인고객,대한민국,호남,전라남도,고흥군,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",전자제품,컴퓨터소품,76215.465,3,0.0,27437.5674,,36.00000000000001
3774,US-2018-102715,2018-04-11,2018-04-13,빠른배송,JK-15370,손영호,개인고객,대한민국,충청,충청북도,청주시,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",사무용품,집게류,8373.888,3,0.2,2826.1872,,33.75
3775,US-2018-102715,2018-04-11,2018-04-13,빠른배송,JK-15370,손영호,개인고객,대한민국,충청,충청북도,청주시,TEC-AC-10002001,Logitech Wireless Gaming Headset G930,전자제품,컴퓨터소품,465186.924,3,0.2,98852.22135,,21.250000000000004
3776,US-2018-102715,2018-04-11,2018-04-13,빠른배송,JK-15370,손영호,개인고객,대한민국,충청,충청북도,청주시,OFF-PA-10000029,Xerox 224,사무용품,종이류,12560.832,2,0.2,4396.2912,,35.0
3777,US-2018-102715,2018-04-11,2018-04-13,빠른배송,JK-15370,손영호,개인고객,대한민국,충청,충청북도,청주시,TEC-AC-10001874,Logitech Wireless Anywhere Mouse MX for PC and Mac,전자제품,컴퓨터소품,406996.156,7,0.2,50874.5195,,12.5
3778,CA-2019-107937,2019-05-03,2019-05-08,일반배송,JB-16045,신형우,홈오피스,대한민국,수도권,경기도,가평군,FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",가구,가구소품,806713.62,6,0.0,129074.1792,,16.0
3779,US-2021-148768,2021-11-30,2021-12-02,빠른배송,PN-18775,전용상,홈오피스,대한민국,수도권,서울특별시,관악구,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,전자제품,전화기,87198.924,3,0.2,10899.8655,,12.5
3780,CA-2021-118521,2021-02-16,2021-02-20,일반배송,LF-17185,원현승,개인고객,대한민국,영남,대구광역시,북구,OFF-PA-10003465,Xerox 1912,사무용품,종이류,45964.31,2,0.0,22062.8688,,48.00000000000001
3781,CA-2018-149643,2018-11-16,2018-11-20,일반배송,RH-19510,조희성,홈오피스,대한민국,충청,충청북도,청주시,TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,전자제품,전화기,331902.54,2,0.0,13276.1016,,4.0
3782,CA-2019-135314,2019-07-09,2019-07-14,빠른배송,MC-17575,윤승혁,개인고객,대한민국,호남,전라남도,강진군,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,전자제품,전화기,327083.193,3,0.4,49062.47895,,14.999999999999996
3783,CA-2021-165204,2021-11-13,2021-11-16,빠른배송,MN-17935,이유경,개인고객,대한민국,충청,충청북도,청주시,OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",사무용품,종이류,10787.196,3,0.2,4045.1985,,37.5
3784,CA-2021-165204,2021-11-13,2021-11-16,빠른배송,MN-17935,이유경,개인고객,대한민국,충청,충청북도,청주시,OFF-ST-10003716,Tennsco Double-Tier Lockers,사무용품,수납제품,872357.536,4,0.2,-76331.2844,,-8.75
3785,CA-2021-125752,2021-07-31,2021-08-04,일반배송,EH-14125,배재민,홈오피스,대한민국,영남,부산광역시,금정구,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",전자제품,컴퓨터소품,50185.176,2,0.2,10037.0352,,20.0
3786,CA-2021-112487,2021-12-26,2021-12-30,일반배송,TC-21535,허혁,홈오피스,대한민국,호남,광주광역시,서구,OFF-BI-10000494,Acco Economy Flexible Poly Round Ring Binder,사무용품,바인더,3794.418,2,0.7,-3162.015,,-83.33333333333333
3787,CA-2020-144218,2020-10-31,2020-11-04,일반배송,JD-15895,신윤진,기업고객,대한민국,수도권,서울특별시,구로구,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",사무용품,수납제품,1314986.33,7,0.0,341896.4458,,25.999999999999996
3788,CA-2020-169971,2020-09-04,2020-09-09,일반배송,IL-15100,소경애,개인고객,대한민국,호남,전라남도,해남군,OFF-AR-10002804,Faber Castell Col-Erase Pencils,사무용품,필기구,4739.388,1,0.2,1244.08935,,26.25
3789,CA-2020-169971,2020-09-04,2020-09-09,일반배송,IL-15100,소경애,개인고객,대한민국,호남,전라남도,해남군,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",사무용품,필기구,75568.524,3,0.2,8501.45894999999,,11.249999999999986
3790,US-2020-133508,2020-04-17,2020-04-21,일반배송,SW-20350,최경구,홈오피스,대한민국,영남,대구광역시,남구,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",사무용품,집게류,35194.075,5,0.0,10910.16325,,31.0
3791,CA-2018-107139,2018-07-05,2018-07-11,일반배송,DP-13390,민환준,홈오피스,대한민국,수도권,서울특별시,강서구,OFF-BI-10001670,Vinyl Sectional Post Binders,사무용품,바인더,219233.04,6,0.2,82212.39,,37.5
3792,CA-2019-111325,2019-02-27,2019-02-28,특급배송,BT-11395,김재윤,기업고객,대한민국,수도권,서울특별시,마포구,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",사무용품,바인더,5353.6185,3,0.7,-4104.44085,,-76.66666666666667
3793,CA-2019-111325,2019-02-27,2019-02-28,특급배송,BT-11395,김재윤,기업고객,대한민국,수도권,서울특별시,마포구,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",사무용품,필기구,19422.768,6,0.2,2670.6306,,13.750000000000002
3794,CA-2019-163762,2019-11-27,2019-12-01,일반배송,JE-15475,손찬우,개인고객,대한민국,영남,대구광역시,서구,OFF-AR-10001915,Peel-Off China Markers,사무용품,필기구,36090.585,3,0.0,15158.0457,,42.00000000000001
3795,US-2018-117163,2018-01-27,2018-02-02,일반배송,EJ-13720,박진후,개인고객,대한민국,수도권,서울특별시,서대문구,OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,사무용품,수납제품,69334.145,1,0.0,17333.53625,,25.0
3796,US-2018-117163,2018-01-27,2018-02-02,일반배송,EJ-13720,박진후,개인고객,대한민국,수도권,서울특별시,서대문구,FUR-TA-10003469,Balt Split Level Computer Training Table,가구,책상,403429.5,3,0.2,-20171.475,,-5.0
3797,US-2018-117163,2018-01-27,2018-02-02,일반배송,EJ-13720,박진후,개인고객,대한민국,수도권,서울특별시,서대문구,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,사무용품,필기구,44147.06,4,0.0,14568.5298,,33.0
3798,CA-2021-121314,2021-09-23,2021-09-26,특급배송,BE-11410,김정아,개인고객,대한민국,수도권,서울특별시,관악구,OFF-PA-10003395,Xerox 1941,사무용품,종이류,304861.86,3,0.2,106701.651,,35.0
3799,CA-2021-147760,2021-11-04,2021-11-05,특급배송,KL-16555,양예진,기업고객,대한민국,충청,대전광역시,대덕구,FUR-TA-10004575,Hon 5100 Series Wood Tables,가구,책상,634540.086,3,0.4,-232664.6982,,-36.66666666666667
3800,CA-2021-147760,2021-11-04,2021-11-05,특급배송,KL-16555,양예진,기업고객,대한민국,충청,대전광역시,대덕구,TEC-PH-10002483,Motorola Moto X,전자제품,전화기,1647591.54,5,0.2,144164.25975,,8.75
3801,CA-2020-156503,2020-10-14,2020-10-20,일반배송,NC-18415,임진후,개인고객,대한민국,수도권,인천광역시,계양구,FUR-CH-10003606,SAFCO Folding Chair Trolley,가구,의자,124290.208,1,0.2,12429.0208,,10.0
3802,CA-2020-156503,2020-10-14,2020-10-20,일반배송,NC-18415,임진후,개인고객,대한민국,수도권,인천광역시,계양구,TEC-AC-10002473,Maxell 4.7GB DVD-R,전자제품,컴퓨터소품,27505.896,1,0.2,7220.2977,,26.25
3803,CA-2020-156503,2020-10-14,2020-10-20,일반배송,NC-18415,임진후,개인고객,대한민국,수도권,인천광역시,계양구,OFF-PA-10002319,Xerox 1944,사무용품,종이류,112698.576,3,0.2,40853.2338,,36.25
3804,CA-2020-156503,2020-10-14,2020-10-20,일반배송,NC-18415,임진후,개인고객,대한민국,수도권,인천광역시,계양구,OFF-SU-10000946,Staple remover,사무용품,문구류,15468.432,2,0.2,1740.1986,,11.249999999999998
3805,CA-2020-156503,2020-10-14,2020-10-20,일반배송,NC-18415,임진후,개인고객,대한민국,수도권,인천광역시,계양구,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",사무용품,봉투류,42412.192,4,0.2,15904.572,,37.5
3806,CA-2020-156503,2020-10-14,2020-10-20,일반배송,NC-18415,임진후,개인고객,대한민국,수도권,인천광역시,계양구,OFF-PA-10002377,Xerox 1916,사무용품,종이류,47432.648,1,0.2,17787.243,,37.49999999999999
3807,CA-2019-113628,2019-11-12,2019-11-19,일반배송,AH-10690,구하영,기업고객,대한민국,수도권,경기도,구리시,OFF-AR-10001246,Newell 317,사무용품,필기구,14247.24,5,0.2,1602.8145,Yes,11.25
3808,CA-2019-113628,2019-11-12,2019-11-19,일반배송,AH-10690,구하영,기업고객,대한민국,수도권,경기도,구리시,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,사무용품,바인더,6345.837,2,0.7,-4865.1417,Yes,-76.66666666666666
3809,CA-2019-113628,2019-11-12,2019-11-19,일반배송,AH-10690,구하영,기업고객,대한민국,수도권,경기도,구리시,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",사무용품,바인더,5648.013,3,0.7,-4518.4104,Yes,-80.0
3810,CA-2019-113628,2019-11-12,2019-11-19,일반배송,AH-10690,구하영,기업고객,대한민국,수도권,경기도,구리시,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",가구,의자,634729.08,5,0.2,-87275.2485000001,Yes,-13.750000000000018
3811,CA-2019-113628,2019-11-12,2019-11-19,일반배송,AH-10690,구하영,기업고객,대한민국,수도권,경기도,구리시,TEC-PH-10000441,VTech DS6151,전자제품,전화기,122109.508,1,0.2,12210.9508,Yes,10.0
3812,CA-2019-113628,2019-11-12,2019-11-19,일반배송,AH-10690,구하영,기업고객,대한민국,수도권,경기도,구리시,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",가구,의자,177043.764,3,0.2,19917.42345,Yes,11.249999999999998
3813,CA-2021-147753,2021-03-05,2021-03-05,당일배송,PK-19075,정자철,개인고객,대한민국,영남,울산광역시,동구,OFF-LA-10003537,Avery 515,사무용품,라벨류,30360.19,2,0.0,14269.2893,,47.0
3814,CA-2019-103961,2019-11-05,2019-11-09,일반배송,NG-18430,임현선,개인고객,대한민국,수도권,경기도,시흥시,OFF-LA-10004484,Avery 476,사무용품,라벨류,24016.776,6,0.2,7805.4522,,32.49999999999999
3815,CA-2020-152471,2020-07-08,2020-07-08,당일배송,ZD-21925,황상철,개인고객,대한민국,수도권,경기도,과천시,TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,전자제품,전화기,998227.54,5,0.2,62389.22125,,6.25
3816,CA-2020-152471,2020-07-08,2020-07-08,당일배송,ZD-21925,황상철,개인고객,대한민국,수도권,경기도,과천시,OFF-PA-10004965,Xerox 1921,사무용품,종이류,19364.616,2,0.2,6051.4425,,31.25
3817,CA-2019-102582,2019-09-15,2019-09-19,일반배송,NW-18400,임진섭,개인고객,대한민국,영남,부산광역시,사상구,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,가구,책상,971574.54,2,0.0,242893.635,,25.0
3818,CA-2019-102582,2019-09-15,2019-09-19,일반배송,NW-18400,임진섭,개인고객,대한민국,영남,부산광역시,사상구,TEC-PH-10003187,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,전자제품,전화기,72653.655,3,0.0,0.0,,0.0
3819,CA-2019-102582,2019-09-15,2019-09-19,일반배송,NW-18400,임진섭,개인고객,대한민국,영남,부산광역시,사상구,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",가구,의자,1280385.89,7,0.0,371311.9081,,29.000000000000004
3820,CA-2021-141873,2021-10-09,2021-10-14,일반배송,HG-14845,서혁,개인고객,대한민국,호남,광주광역시,서구,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,사무용품,바인더,15526.584,3,0.2,5240.2221,,33.75
3821,CA-2021-141873,2021-10-09,2021-10-14,일반배송,HG-14845,서혁,개인고객,대한민국,호남,광주광역시,서구,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",가구,책장,380837.448,3,0.2,-19041.8724,,-5.0
3822,CA-2021-141873,2021-10-09,2021-10-14,일반배송,HG-14845,서혁,개인고객,대한민국,호남,광주광역시,서구,OFF-PA-10000069,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",사무용품,종이류,22994.27,2,0.0,10807.3069,,47.0
3823,CA-2021-141873,2021-10-09,2021-10-14,일반배송,HG-14845,서혁,개인고객,대한민국,호남,광주광역시,서구,OFF-BI-10003655,Durable Pressboard Binders,사무용품,바인더,22097.76,6,0.2,7457.994,,33.75
3824,CA-2019-140984,2019-09-14,2019-09-18,일반배송,CC-12685,류자철,개인고객,대한민국,수도권,경기도,군포시,OFF-ST-10000585,Economy Rollaway Files,사무용품,수납제품,1200838.8,6,0.0,312218.088,Yes,25.999999999999996
3825,CA-2019-140984,2019-09-14,2019-09-18,일반배송,CC-12685,류자철,개인고객,대한민국,수도권,경기도,군포시,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,전자제품,복사기,1066100.616,2,0.2,399787.731,Yes,37.50000000000001
3826,CA-2019-140984,2019-09-14,2019-09-18,일반배송,CC-12685,류자철,개인고객,대한민국,수도권,경기도,군포시,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,사무용품,바인더,15701.04,9,0.2,5495.364,Yes,35.0
3827,CA-2018-132801,2018-10-07,2018-10-12,일반배송,JG-15805,신봄,기업고객,대한민국,영남,경상북도,영천시,OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",사무용품,수납제품,130163.56,10,0.2,13016.356,,10.0
3828,CA-2021-141733,2021-05-07,2021-05-11,일반배송,RW-19540,주경헌,기업고객,대한민국,수도권,경기도,안양시,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,가구,의자,1767154.475,5,0.0,512474.79775,,28.999999999999996
3829,CA-2021-141733,2021-05-07,2021-05-11,일반배송,RW-19540,주경헌,기업고객,대한민국,수도권,경기도,안양시,FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,가구,의자,32274.36,1,0.0,9036.8208,,27.999999999999996
3830,CA-2021-141733,2021-05-07,2021-05-11,일반배송,RW-19540,주경헌,기업고객,대한민국,수도권,경기도,안양시,FUR-CH-10000595,Safco Contoured Stacking Chairs,가구,의자,577643.2,2,0.0,144410.8,,25.0
3831,CA-2021-141733,2021-05-07,2021-05-11,일반배송,RW-19540,주경헌,기업고객,대한민국,수도권,경기도,안양시,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,사무용품,집기비품,105938.406,2,0.1,22364.7746,,21.11111111111111
3832,US-2019-111927,2019-11-14,2019-11-19,일반배송,LS-17230,유미리,개인고객,대한민국,영남,경상북도,성주군,FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",가구,가구소품,92243.61,3,0.0,32285.2635,,35.0
3833,US-2019-111927,2019-11-14,2019-11-19,일반배송,LS-17230,유미리,개인고객,대한민국,영남,경상북도,성주군,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",사무용품,바인더,24181.54,2,0.0,11365.3238,,47.0
3834,CA-2018-105984,2018-11-24,2018-11-24,당일배송,MY-18295,임영수,기업고객,대한민국,수도권,서울특별시,성북구,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),전자제품,전화기,1272038.655,5,0.4,-254407.731,,-20.0
3835,CA-2018-105984,2018-11-24,2018-11-24,당일배송,MY-18295,임영수,기업고객,대한민국,수도권,서울특별시,성북구,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,가구,의자,740296.767,3,0.3,-42302.6724,,-5.714285714285714
3836,CA-2018-100363,2018-04-08,2018-04-15,일반배송,JM-15655,송승환,기업고객,대한민국,강원,강원도,횡성군,OFF-FA-10000611,Binder Clips by OIC,사무용품,집게류,2868.832,2,0.2,1004.0912,,35.0
3837,CA-2018-100363,2018-04-08,2018-04-15,일반배송,JM-15655,송승환,기업고객,대한민국,강원,강원도,횡성군,OFF-PA-10004733,Things To Do Today Spiral Book,사무용품,종이류,23028.192,3,0.2,8347.7196,,36.25000000000001
3838,CA-2018-126760,2018-07-26,2018-08-02,일반배송,KM-16720,오승리,개인고객,대한민국,수도권,서울특별시,광진구,TEC-PH-10001363,Apple iPhone 5S,전자제품,전화기,1104868.616,2,0.2,138108.577,,12.5
3839,CA-2018-126760,2018-07-26,2018-08-02,일반배송,KM-16720,오승리,개인고객,대한민국,수도권,서울특별시,광진구,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,가구,의자,816977.448,3,0.2,-132758.8353,,-16.25
3840,CA-2018-126760,2018-07-26,2018-08-02,일반배송,KM-16720,오승리,개인고객,대한민국,수도권,서울특별시,광진구,FUR-FU-10004018,Tensor Computer Mounted Lamp,가구,가구소품,162353.115,9,0.0,43835.34105,,27.0
3841,CA-2018-126760,2018-07-26,2018-08-02,일반배송,KM-16720,오승리,개인고객,대한민국,수도권,서울특별시,광진구,TEC-AC-10004814,Logitech Illuminated Ultrathin Keyboard with Backlighting,전자제품,컴퓨터소품,207130.155,3,0.0,84923.36355,,41.0
3842,US-2018-109162,2018-06-08,2018-06-12,일반배송,KE-16420,안주성,기업고객,대한민국,충청,충청북도,증평군,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",가구,의자,206381.448,3,0.2,12898.8405,,6.25
3843,CA-2018-101931,2018-10-28,2018-10-31,특급배송,TS-21370,허연경,기업고객,대한민국,수도권,경기도,여주시,OFF-BI-10004140,Avery Non-Stick Binders,사무용품,바인더,8703.416,2,0.2,2719.8175,,31.250000000000007
3844,CA-2018-101931,2018-10-28,2018-10-31,특급배송,TS-21370,허연경,기업고객,대한민국,수도권,경기도,여주시,OFF-SU-10002301,Serrated Blade or Curved Handle Hand Letter Openers,사무용품,문구류,7608.22,2,0.0,76.0822000000002,,1.0000000000000027
3845,CA-2018-101931,2018-10-28,2018-10-31,특급배송,TS-21370,허연경,기업고객,대한민국,수도권,경기도,여주시,OFF-SU-10000646,Premier Automatic Letter Opener,사무용품,문구류,582416.51,2,0.0,17472.4953,,3.0
3846,CA-2018-101931,2018-10-28,2018-10-31,특급배송,TS-21370,허연경,기업고객,대한민국,수도권,경기도,여주시,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,가구,책장,747493.077,6,0.15,-43970.181,,-5.88235294117647
3847,CA-2018-101931,2018-10-28,2018-10-31,특급배송,TS-21370,허연경,기업고객,대한민국,수도권,경기도,여주시,OFF-ST-10003442,Eldon Portable Mobile Manager,사무용품,수납제품,171306.1,5,0.0,46252.647,,26.999999999999996
3848,CA-2021-129000,2021-11-25,2021-11-27,빠른배송,SZ-20035,차동엽,홈오피스,대한민국,수도권,서울특별시,중랑구,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,사무용품,수납제품,607942.815,3,0.0,0.0,,0.0
3849,CA-2021-161053,2021-09-22,2021-09-23,특급배송,JE-15745,송지원,개인고객,대한민국,호남,전라남도,담양군,OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,사무용품,바인더,838309.54,4,0.0,385622.3884,,46.0
3850,CA-2021-161053,2021-09-22,2021-09-23,특급배송,JE-15745,송지원,개인고객,대한민국,호남,전라남도,담양군,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",전자제품,컴퓨터소품,42341.925,5,0.0,18630.447,,43.99999999999999
3851,CA-2019-142377,2019-12-04,2019-12-09,일반배송,MS-17980,이윤수,기업고객,대한민국,영남,경상북도,영주시,OFF-PA-10001970,Xerox 1881,사무용품,종이류,104140.54,7,0.0,48946.0538,,47.0
3852,CA-2019-127593,2019-09-21,2019-09-21,당일배송,DH-13675,박정자,홈오피스,대한민국,호남,전라남도,나주시,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",가구,가구소품,103340.95,2,0.0,17567.9615,,17.0
3853,CA-2021-130526,2021-11-26,2021-11-29,특급배송,GT-14755,서윤아,개인고객,대한민국,호남,광주광역시,서구,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,사무용품,바인더,40667.632,8,0.8,-65068.2112,,-160.0
3854,US-2021-131849,2021-06-06,2021-06-10,일반배송,GH-14410,백종수,홈오피스,대한민국,수도권,서울특별시,서대문구,FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",가구,가구소품,5996.925,1,0.0,2638.647,,44.0
3855,US-2021-131849,2021-06-06,2021-06-10,일반배송,GH-14410,백종수,홈오피스,대한민국,수도권,서울특별시,서대문구,OFF-ST-10002957,Sterilite Show Offs Storage Containers,사무용품,수납제품,31983.6,5,0.0,0.0,,0.0
3856,US-2021-105389,2021-10-23,2021-10-28,빠른배송,DM-13015,문승민,개인고객,대한민국,수도권,경기도,평택시,OFF-BI-10004364,Storex Dura Pro Binders,사무용품,바인더,4317.786,3,0.8,-7556.1255,,-175.0
3857,US-2021-105389,2021-10-23,2021-10-28,빠른배송,DM-13015,문승민,개인고객,대한민국,수도권,경기도,평택시,TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,전자제품,전화기,998227.54,5,0.2,62389.22125,,6.25
